rep,id,logCl,logV1,logQ,logV2
1,1,1.27106139132578,4.62676070335141,1.54928301759853,3.36998119629882
2,1,1.22621292245205,4.67331119037644,1.02575959344638,3.49242139641171
3,1,1.2588649867905,4.62091843704044,1.7993538115148,3.14703144129691
4,1,1.27965741531989,4.30836282484693,2.12082376675801,3.86517687091738
5,1,1.268298613779,4.66626265798234,1.37403034541784,3.31551888897526
1,2,1.92828342890534,3.87576861195158,1.30385917552323,3.70839499488795
2,2,1.9152706875661,4.0308594296237,0.943994168146764,3.56478465117437
3,2,1.98728163406356,4.00017657488978,1.46976336922023,3.98063426052035
4,2,1.92852520358016,3.91848365428467,1.18091219748375,3.70145494500609
5,2,1.92935985382179,3.86273056615152,1.26139634590526,3.71208756816624
1,3,1.78087647674197,3.99182215333449,1.44917833012959,4.109468533942
2,3,1.77731093062936,4.06343533915422,1.15746292800474,3.96644618274381
3,3,1.73087794119243,3.9460386597161,1.0881033603147,4.16227887710197
4,3,1.80662587395789,4.09790869940377,1.53246962866992,4.06418976532105
5,3,1.71309471572822,3.95027801978752,1.28260196684394,3.79581300787009
1,4,0.745222598877099,4.23890441170609,1.89164562306771,4.18699635576423
2,4,0.680305228878628,4.50536475399532,1.48960138485811,4.0113705137558
3,4,0.757628686979191,4.26720055777059,1.46125549498263,3.87132706080997
4,4,0.727106683496818,4.54656570111658,2.04354563345258,3.968207008418
5,4,0.741861253056571,4.46274918173775,2.13621251732738,4.00701460228056
1,5,0.811163090544881,4.65514537553309,1.45390917535927,3.78186438025991
2,5,0.818722869193214,4.38979356276688,1.6583392959723,4.39107787010579
3,5,0.806131141397727,4.70197603522346,1.66513266607447,3.92772861471064
4,5,0.847161919659461,4.53923325775471,1.93119275331244,4.43418982184062
5,5,0.831182879790343,4.54072408283786,1.80687153365731,4.19139159886878
1,6,1.59498981284335,4.36424184120761,2.10721457457538,4.01282958168537
2,6,1.5660413303662,4.28390527646054,2.06626504156051,3.87249018846955
3,6,1.53187662162678,4.34882255473872,1.46257401214852,3.79441664949221
4,6,1.57471372981456,4.20431622808376,1.9825260066391,3.99033152162029
5,6,1.56747788646929,4.4479331252799,1.78725778435166,3.72463031460322
1,7,1.99141511773743,4.31628203175747,1.42382773281568,3.91356149074308
2,7,1.92021818504087,4.14493603798018,1.00420539336146,3.74005034400549
3,7,1.97114488312677,4.2133301179766,1.43096272108313,3.70705800775024
4,7,1.94173362978114,4.34951749749014,1.53210911511646,3.74172326388462
5,7,1.96746355853115,4.23159657092765,1.5050947103957,4.03507346071415
1,8,1.64943197516702,3.33265629151377,1.53605645973293,3.8533176626672
2,8,1.59695514200497,3.33091631449582,1.13844735731407,3.65334101719222
3,8,1.63644313731539,3.5188205436764,1.26089198054858,3.72783706495596
4,8,1.62910306959259,3.32303488171173,1.38023999283712,3.76903126457037
5,8,1.63692348917465,3.37933644733895,1.65504390128122,3.82299948324634
1,9,1.59958295151147,4.09162849504813,2.29174997956368,4.31581727642459
2,9,1.56256912567636,4.03037457556698,2.26833566553384,4.29132212735395
3,9,1.60198477817325,4.03227680456711,1.78433622863484,4.34306383368693
4,9,1.55017206355006,4.06417655140511,2.30326056228624,4.1018282813877
5,9,1.61240902528909,3.8983926795594,2.02587768070207,4.54522207090322
1,10,1.43357375017711,3.85552579395347,0.675340791117137,3.60919007288252
2,10,1.46060854406011,3.87989571495379,1.1072472838427,3.89007072529101
3,10,1.50284336263829,3.98466939923632,0.99463442046178,3.81783465396716
4,10,1.42806021467616,3.9544499730416,0.444434165361322,4.01539644497559
5,10,1.45848203464408,4.12948158929666,-0.0300224023415052,3.43299188007179
1,11,0.918079919199929,3.94297048037648,1.46455846874448,4.29061445479827
2,11,0.93862950442414,3.96532291949526,0.977707097751187,4.03419657979164
3,11,0.981697241755764,3.85065712229578,1.68173008287734,4.30684760731905
4,11,0.934828483725776,3.77167383902449,1.63135002169104,3.97468786056962
5,11,0.982739690182289,3.90344060210948,1.74130114204449,4.18533482280416
1,12,0.787736899132866,4.49940892140196,1.82391417797503,3.83002520657381
2,12,0.771463782721574,4.50821123975674,1.3967350469997,4.17696662922019
3,12,0.822813576469435,4.39995296549578,1.61175109832272,3.81675214289084
4,12,0.755779384936402,4.45530860673897,1.05691798301123,3.91256278376306
5,12,0.81544811451995,4.47158095551429,1.47922475133306,4.03273472373555
1,13,1.47891458919539,4.93795204729042,1.47617662536226,3.60319814458059
2,13,1.4758633087089,4.95813094422089,0.908508093247635,3.87287901706115
3,13,1.40623375054453,4.78162442501737,2.14275064850611,3.83736567407684
4,13,1.53234225379919,4.84659902700055,1.90839708582293,4.1001820065857
5,13,1.46628930893042,4.76762549012492,1.06834421735338,3.60132011805856
1,14,1.11489645323827,4.03140510346188,1.13022798153968,4.04400565232395
2,14,1.21874806737683,4.09248471557292,1.43405314170278,4.2324558194685
3,14,1.21804458117063,4.09184129228183,1.68152724365735,4.20245623847681
4,14,1.19648723281753,4.07376065063319,1.66121863177486,4.03335594689846
5,14,1.18053832170902,4.03998828868899,2.36005667346349,3.97664107566455
1,15,1.61026518548627,4.32949583356389,1.29964727062727,4.17661938409664
2,15,1.62951091973785,4.42587394493028,2.1872349212479,3.80590724795987
3,15,1.66953208509303,4.29765025322865,1.79133305368858,4.07857442663041
4,15,1.62226797268524,4.44728952791329,1.58769889186532,3.95498449473658
5,15,1.63822050597245,4.29629139250687,1.50273154107807,4.07361232856071
1,16,1.57197655221222,4.1891084323518,1.63147512434891,4.2625369827327
2,16,1.53709224326812,4.51821670441931,0.998565710245702,4.01701967102698
3,16,1.49716602882422,4.3638153537625,1.39024269313453,4.14100741374122
4,16,1.53493733327669,4.29993271256042,1.46698812518001,4.22526227336607
5,16,1.47096627115797,4.17765092971728,0.91530253018485,4.26448705377681
1,17,1.61903980262995,4.06307820655782,0.344327965305335,3.86521367184897
2,17,1.59829826457191,3.83268102621585,0.75500564881193,3.9260774278426
3,17,1.57910567507057,3.91047454892455,1.07350744777612,3.89225969220896
4,17,1.63084875743894,4.06590748133945,0.584576210818044,4.1272273991291
5,17,1.59940618245933,4.02547321777539,0.348540447102814,4.00424510461322
1,18,1.3722076022506,4.11714287174793,1.98584845293127,3.99553294106698
2,18,1.41063331070593,4.21588224387693,1.91612448107336,4.03765863577756
3,18,1.40629559807122,4.27149732460135,1.68204405687731,3.79477374503553
4,18,1.40807270645985,4.18334213996343,1.51799076941356,3.82997256179965
5,18,1.34644794691887,4.31395912501574,1.55875196624636,3.77442646702235
1,19,1.44688348827227,3.73333736387805,1.48515698929931,3.91808514605215
2,19,1.49139257846689,3.64520262769437,1.26797186703698,3.82631752663579
3,19,1.39795108709154,3.69132560096034,0.987040353800276,3.86036390904956
4,19,1.46374628781676,3.61222799823519,1.2369158557816,3.75803031521482
5,19,1.42290766295331,3.60842269467495,1.19340264844409,3.83703626862028
1,20,0.815542326581817,4.16534603909296,1.38623845285413,4.24758757724162
2,20,0.702885951875081,4.1715934136895,1.45841612562406,4.25034071781013
3,20,0.786852030217476,4.13500443830472,1.82305537015109,4.28463436726796
4,20,0.631381859770868,4.17166124250829,1.1080248983373,4.3064011273485
5,20,0.741781384849879,4.15907556459876,1.67628077513257,4.28423555710252
1,21,1.743262116827,4.37520576236858,2.47259840472822,4.11221125605053
2,21,1.76626749452654,4.53550445252088,1.51106744759127,3.97716598999401
3,21,1.74568007611215,4.42979886783727,1.34962437406614,3.98219117945133
4,21,1.82609176386558,4.21696337386677,2.19687393732143,4.19285647814624
5,21,1.7547856656031,4.46178278924814,0.872518034804004,3.7854170024864
1,22,1.43720798155563,4.41202783550385,2.08209167587885,4.06484561909228
2,22,1.3630117420577,4.4496465260779,1.60797235156349,4.03318466806386
3,22,1.36247909379945,4.30778851163045,1.88515527008496,3.97074523209686
4,22,1.38639761463614,4.47649674824276,1.8399316036542,3.96670625506157
5,22,1.40548060455553,4.51764341215448,0.966785331200883,3.68851668481195
1,23,1.67055819830418,3.92276524510726,1.72957331881713,3.49162110797749
2,23,1.70073313999808,3.92083200534009,1.58012729742967,3.4496693403384
3,23,1.76725272327707,4.04227282148017,1.91161079471267,3.69551181689945
4,23,1.70013465841423,4.07477645199437,1.12411248272181,3.55541789700801
5,23,1.74919370520175,4.01145491739669,1.47894252273794,3.63412480308273
1,24,1.12903056856866,4.6275948506322,2.02500943829641,3.68731197774027
2,24,1.01383285946204,4.49484909620399,0.109425710131918,4.1974039545597
3,24,1.10235996703341,4.27259877872322,2.21968357252216,3.96220869017035
4,24,1.11214245189011,4.50750696811573,1.16491602611749,3.95905412472343
5,24,1.10210673560273,4.32218895436776,2.14538542623312,4.13052194843501
1,25,1.67483889344317,4.30666197732683,0.515174100636915,3.28877376842723
2,25,1.71005944830611,4.31769547737369,1.21815843887031,3.59577243119498
3,25,1.69401233478516,4.16720219428369,1.24859655523975,3.76284108042807
4,25,1.73591567057336,4.27374410555109,1.09182938195843,3.55250618651696
5,25,1.6908061971285,4.21661046891086,1.0261878374859,3.59364810298798
1,26,1.20157375300738,3.88706332162695,2.102401982141,3.73376494314524
2,26,1.21838189416251,3.68040792212396,2.07788295860837,3.79070752955678
3,26,1.21642867178626,3.71509659214261,2.18570880459441,3.81324208439087
4,26,1.19904156145124,3.89104308609368,1.96921676118311,3.75262328402715
5,26,1.20088173574958,3.80249872419453,2.12979522972046,3.71288749216982
1,27,1.0901864389963,3.97448031428663,1.64761169285271,4.1381671413513
2,27,1.10069760965902,4.13778366219929,1.57520894732486,4.01002299030528
3,27,1.14780651344575,4.05043994121071,1.57405411229898,4.06089696815619
4,27,1.14117768743039,3.99438777567922,1.98709566104561,3.90476243542949
5,27,1.15449166677886,4.02069702367955,1.10994313801748,4.02557740579112
1,28,1.49050099849818,4.786579282372,1.88030968269435,3.57275776989903
2,28,1.47677892440422,4.6163460675684,1.29984845431057,4.24704524042733
3,28,1.53629763545917,4.55962041005043,2.76500016726635,4.46856229924529
4,28,1.44465083191799,4.53386238607247,1.30870328480745,4.11846261916377
5,28,1.52682589406798,4.69447255368001,1.52161844592471,4.20582351720064
1,29,1.45224079946745,3.79956762781436,0.691333338353822,3.73229721931598
2,29,1.44259335595703,3.75405424898963,0.502307682215675,3.79081155361547
3,29,1.44271438062594,3.72300548318945,0.741936065585348,3.78737649727474
4,29,1.40740121807848,3.65272146759125,0.669091981053606,3.57238843392117
5,29,1.40388848516865,3.80406328669046,0.136152343356421,3.38389690392373
1,30,1.24029283131595,4.39934487337023,1.66427335572641,3.77441417200103
2,30,1.27433483267082,4.28455029702379,2.71748751989857,4.04928325079058
3,30,1.28208528600513,4.61741119680711,1.7776437115491,3.94729086574024
4,30,1.28276489649733,4.44445787383296,2.02822746840556,3.60330470223099
5,30,1.24683230399272,4.54094374429851,1.490882458015,3.76477030714622
1,31,1.64650528043111,3.94369670230656,1.34554555626641,3.85667409852774
2,31,1.64234371494029,3.90935712059865,1.31381992136192,3.81105224118441
3,31,1.61935847776315,4.03430800389113,1.35641860407711,3.73138305052064
4,31,1.71233058020933,4.01216688822284,1.08412395287886,4.00831090702742
5,31,1.58177212220909,3.78515940287982,1.03824371703075,3.75645156216212
1,32,1.34156768104933,4.16564730962898,1.23663825591927,3.99733630953371
2,32,1.35568535277427,4.20335473312935,1.15569694312532,4.0945702983429
3,32,1.30716664159528,4.01633225228601,1.58407756946759,4.08149343754476
4,32,1.35479276537601,4.15145133019308,1.83400573612758,4.14396383109383
5,32,1.3807311743569,4.00041543901116,2.09154788022597,4.35934990348624
1,33,1.00842383057291,3.86013863873871,1.91123837470976,3.90660402030568
2,33,1.03616506119354,3.75731936535442,1.98762142262736,3.78860793336735
3,33,1.03132788272497,3.77341176285399,1.56934071652637,3.82907007364597
4,33,1.00314694622048,3.75089073776794,1.92579481579632,3.78166228374358
5,33,1.00887881048513,3.74425688682822,1.35579374339247,3.60661500103759
1,34,1.38804358620518,4.02100975231448,1.51736776474626,4.01712667558678
2,34,1.4378265755141,4.01864129864779,2.00813223343451,3.7916773374162
3,34,1.49706399760823,3.95902081769764,2.36487931733612,4.1115552694742
4,34,1.46261347156,4.07824936582898,1.76941770769427,3.82064001806751
5,34,1.39800283528988,3.76370074371845,2.00861962956769,3.98582974665225
1,35,1.32204244292653,3.98461630734617,1.89470045080362,3.64104211989653
2,35,1.40323194244031,3.9771978728283,2.06326638226872,3.8212622814318
3,35,1.39699429566247,3.91477814645989,1.50727977881727,3.94655903193642
4,35,1.39514992315595,4.08102154545199,1.83103970147959,3.94202846119877
5,35,1.38999146069562,3.99673893917325,1.5389848828878,3.78504545708759
1,36,1.25183974837897,4.22847354945096,1.3415159802355,3.95096015592224
2,36,1.23346839942151,4.39563289320104,0.64301696887017,4.2641913508672
3,36,1.31610663579465,4.3335583793944,1.33914610683078,3.83896951766284
4,36,1.2597057275107,4.1932533621816,1.33719700667852,3.90931539844352
5,36,1.27830118858037,4.22202831105649,0.950717610694408,3.74145134104255
1,37,1.03945565237511,4.49845707635887,1.38679387542912,4.1034701334664
2,37,1.07757143672354,4.4571164971959,0.994627816036158,3.99182384100957
3,37,1.09225608034177,4.59094349665421,1.57113627397615,3.74756106237432
4,37,1.08039393023766,4.58258918301429,1.44997562255085,3.80304081416085
5,37,1.0143198844342,4.54242955142687,1.32698641590174,3.78021546731031
1,38,1.03983266001372,3.81328310279316,2.28787365007465,4.03201036330758
2,38,1.07056170238337,3.91558583872748,2.19557564652705,3.81216060755437
3,38,1.05940286969821,3.86661011249313,1.90355298237255,4.04716371507069
4,38,0.984779984842629,3.83592484254119,1.64703321866032,3.96112698430222
5,38,1.00868100053672,3.94096641366198,1.27312697108479,3.81463795330288
1,39,0.782702776952817,4.04976691625961,0.948361375568201,4.38835087947456
2,39,0.788370937245525,4.02850294234242,1.40430778565622,4.13289685911461
3,39,0.712444737454508,4.2731874927603,1.39874689901558,4.53241562632821
4,39,0.746192854485511,4.00231360457811,0.892546937471001,4.1431790842872
5,39,0.76025455406906,4.18737016286951,2.03278958770436,4.11181225367215
1,40,0.729984765862852,4.79558563279897,1.25128735778436,3.63470223590849
2,40,0.739829370341749,4.73983468222775,2.1947644212831,3.78221627586422
3,40,0.804841677722414,4.88325539096166,1.0144544088022,3.62940639069436
4,40,0.729558841379727,4.57931001438251,1.32831539703511,4.33063602684634
5,40,0.717352318754154,4.83018573866407,1.38233534004379,3.90010109187151
1,41,1.42355314985647,4.57072998634277,1.94171461478384,3.70025790249855
2,41,1.40758699150925,4.34598676777501,1.63840032806259,3.74222260222192
3,41,1.46609008827083,4.35460236094182,2.13514813792695,3.95719132362519
4,41,1.43209084738309,4.40400417192848,1.88431468197841,3.93891049795084
5,41,1.3935258896437,4.44638031714358,3.02480310831883,3.9820758501747
1,42,1.71566370895273,3.73469273177439,1.81849505724525,3.86562129959855
2,42,1.73912461926478,3.79260369499569,1.50392546951513,3.8566686083034
3,42,1.67724100494889,3.95995629105554,0.946111026104919,3.48487927295937
4,42,1.64534354860217,3.88069344241371,1.40091097327829,3.6341888616052
5,42,1.65344956240036,3.90357434011105,1.20902270001001,3.77085395669751
1,43,1.51925915550598,4.19925679454541,0.819763694657166,3.91168765522313
2,43,1.4909247343852,4.09724805200539,1.73012282110122,3.84619245680522
3,43,1.49627981725316,4.01444071417646,1.45498178026447,3.97507523888206
4,43,1.46516407950278,4.0708701642065,1.06969105332371,3.94324859305467
5,43,1.55275598613386,4.04598728946323,1.30276904938089,4.04013717923591
1,44,2.15038439334804,4.22655365789178,1.87027656021228,3.99405673537617
2,44,2.10094239602332,4.27724271395092,1.65950491982181,3.93855519934611
3,44,2.12116948809341,4.22503169021001,1.83128989039505,3.90401535229409
4,44,2.12840501764931,4.22481486355711,2.00872978550884,4.09250545092614
5,44,2.12606292487278,4.1865313381179,1.6251665439671,3.85497091655333
1,45,2.16428377572253,4.05431408632885,0.810261825732972,4.22026685577672
2,45,2.12366644278818,4.05422452240028,0.693827177189684,4.31470372521301
3,45,2.10780094698879,3.96715901675872,0.802853528997971,4.18069720104826
4,45,2.11116841129926,3.99549365595585,0.901751390754069,4.38370552371249
5,45,2.08388316577977,3.96722734591441,0.881372532927415,4.19736507665738
1,46,1.24621564117246,4.11183769997902,1.41937505231311,3.86977501614787
2,46,1.32557602034789,4.02659913910608,1.71520007911452,3.63078152835782
3,46,1.25896758760305,3.99038763638468,1.89406801921914,3.82219011469808
4,46,1.3087696588024,3.77278353910161,2.07291824089978,4.01415167653318
5,46,1.32216613431355,3.95600549313388,2.00349258173257,3.99525541878128
1,47,0.861795008673533,4.46145474016307,1.89429173314334,4.01605812508389
2,47,0.845052064231635,4.48176330923666,2.20704237024159,3.74407820436693
3,47,0.874309706279573,4.27380166189834,2.81105408970879,4.12976643652202
4,47,0.915696795593417,4.56436854299539,2.10035081025889,3.62109525742682
5,47,0.838615829764455,4.56606628581942,1.68746286357609,3.75553309106589
1,48,1.57635047638728,4.65421133633458,1.60019530100816,3.37961250346662
2,48,1.61078596889924,4.50501272907833,1.83097681628538,4.00028547229194
3,48,1.66883766003392,4.49270148988401,2.29184036027837,3.90702421483722
4,48,1.56289966370185,4.59663003496858,0.807659343733116,3.73506578740034
5,48,1.5678623805593,4.6904401664709,1.46821600146162,3.90428593004548
1,49,1.5506902698357,4.43672270204517,1.86741858770407,3.96034838404713
2,49,1.55034185787239,4.57613386667343,1.10200557870827,4.26574228153521
3,49,1.58413612056493,4.57682917423223,1.88136243249518,4.13810062242803
4,49,1.42073539553216,4.37823846394548,1.46564185740318,3.56480282664962
5,49,1.5570628274194,4.32196759053737,1.69541798910182,4.21318549906116
1,50,1.61882799138796,3.73939105243085,1.78827599452852,3.77955152063783
2,50,1.64064641224285,3.82777338517171,1.55912690617363,3.63077533595751
3,50,1.60595947758864,3.91396501174492,1.42578549088375,3.70609427735995
4,50,1.5655728072914,3.80110445972346,1.59250309959113,3.59066017703818
5,50,1.56095707603694,3.77465644542339,1.09201825112915,3.68391166464525
1,51,1.83265904995606,4.15341643796876,1.24004776189651,4.3187552967441
2,51,1.82981994789721,4.06302041684676,1.33646281730059,4.33893319987177
